2016.08.30	02:00:00.406			1	TRUE	5.355	4.0225	3.530	6.490	TRUE	TRUE	4.69	6						
2016.08.30	02:00:00.877			1	TRUE	5.356	4.0206	3.549	6.475	TRUE	TRUE	4.61	6						
2016.08.30	02:00:01.338			1	TRUE	5.358	4.0172	3.555	6.428	TRUE	TRUE	4.62	6						
2016.08.30	02:00:01.787			1	TRUE	5.358	4.0125	3.526	6.498	TRUE	TRUE	4.70	6						
2016.08.30	02:00:02.234			0	TRUE	5.352	4.0227	3.530	6.455	TRUE	TRUE	4.34	4						
2016.08.30	02:00:02.672			1	TRUE	5.360	4.0281	3.516	6.465	TRUE	TRUE	4.40	6						
2016.08.30	02:00:03.175			0	TRUE	5.353	4.0067	3.544	6.441	TRUE	TRUE	4.59	6						
2016.08.30	02:00:03.602			0	TRUE	5.361	4.0208	3.522	6.468	TRUE	TRUE	4.57	5						
2016.08.30	02:00:04.073			0	TRUE	5.359	4.0206	3.547	6.431	TRUE	TRUE	4.44	5						
2016.08.30	02:00:04.556			1	TRUE	5.356	4.0190	3.565	6.468	TRUE	TRUE	4.67	6						
2016.08.30	02:00:05.018			1	TRUE	5.352	4.0168	3.556	6.469	TRUE	TRUE	4.57	6						
2016.08.30	02:00:05.485			0	TRUE	5.349	4.0064	3.540	6.438	TRUE	TRUE	4.33	5						
2016.08.30	02:00:05.922			0	TRUE	5.374	4.0274	3.512	6.459	TRUE	TRUE	4.11	0						
2016.08.30	02:00:06.406			0	TRUE	5.363	4.0097	3.519	6.483	TRUE	TRUE	4.25	3						
2016.08.30	02:00:06.857			1	TRUE	5.357	4.0158	3.567	6.411	TRUE	TRUE	4.57	6						
2016.08.30	02:00:07.315			1	TRUE	5.369	4.0192	3.537	6.429	TRUE	TRUE	4.62	6						
2016.08.30	02:00:07.801			0	TRUE	5.351	4.0143	3.518	6.446	FALSE	TRUE	4.65	6						
2016.08.30	02:00:08.225			0	TRUE	5.364	4.0175	3.538	6.437	TRUE	TRUE	4.07	4						
2016.08.30	02:00:08.685			1	TRUE	5.349	4.0268	3.558	6.429	TRUE	TRUE	4.71	6						
2016.08.30	02:00:09.171			1	TRUE	5.352	4.0169	3.562	6.415	TRUE	TRUE	4.55	6						
2016.08.30	02:00:09.636			1	TRUE	5.351	4.0150	3.539	6.439	TRUE	TRUE	4.53	6						
2016.08.30	02:00:10.063			0	TRUE	5.358	4.0220	3.536	6.463	TRUE	TRUE	4.62	5						
2016.08.30	02:00:10.553			1	TRUE	5.358	4.0203	3.553	6.432	TRUE	TRUE	4.39	6						
2016.08.30	02:00:10.998			1	TRUE	5.354	4.0194	3.568	6.473	TRUE	TRUE	4.56	6						
2016.08.30	02:00:11.483			0	TRUE	5.352	4.0169	3.574	6.460	TRUE	TRUE	4.33	5						
2016.08.30	02:00:11.933			0	TRUE	5.352	4.0041	3.564	6.466	TRUE	TRUE	4.68	6						
2016.08.30	02:00:12.389			0	TRUE	5.351	4.0195	3.512	6.476	TRUE	TRUE	4.44	5						
2016.08.30	02:00:12.859			0	TRUE	5.347	4.0171	3.613	6.453	TRUE	TRUE	4.41	5						
2016.08.30	02:00:13.295			1	TRUE	5.354	4.0180	3.505	6.500	TRUE	TRUE	4.65	6						
2016.08.30	02:00:13.776			0	TRUE	5.356	4.0224	3.606	6.479	TRUE	TRUE	4.66	6						
2016.08.30	02:00:14.228			0	TRUE	5.371	4.0176	3.536	6.449	TRUE	TRUE	4.34	5						
2016.08.30	02:00:14.707			1	TRUE	5.361	4.0219	3.558	6.451	TRUE	TRUE	4.50	6						
2016.08.30	02:00:15.144			0	TRUE	5.353	4.0206	3.605	6.409	TRUE	TRUE	4.43	5						
2016.08.30	02:00:15.609			0	TRUE	5.352	4.0175	3.586	6.456	TRUE	TRUE	4.42	4						
2016.08.30	02:00:16.056			1	TRUE	5.342	4.0210	3.554	6.455	TRUE	TRUE	4.59	6						
2016.08.30	02:00:16.520			1	TRUE	5.368	4.0288	3.514	6.471	TRUE	TRUE	4.49	6						
2016.08.30	02:00:17.015			0	TRUE	5.348	4.0163	3.568	6.491	TRUE	TRUE	4.41	5						
2016.08.30	02:00:17.462			1	TRUE	5.354	4.0166	3.575	6.452	TRUE	TRUE	4.45	6						
2016.08.30	02:00:17.902			0	TRUE	5.355	4.0105	3.552	6.439	TRUE	TRUE	4.54	5						
2016.08.30	02:00:18.386			1	TRUE	5.351	4.0098	3.524	6.469	TRUE	TRUE	4.62	6						
2016.08.30	02:00:18.857			0	TRUE	5.355	4.0219	3.525	6.463	TRUE	TRUE	4.38	4						
2016.08.30	02:00:19.296			1	TRUE	5.355	4.0227	3.530	6.495	TRUE	TRUE	4.64	6						
2016.08.30	02:00:19.735			1	TRUE	5.355	4.0075	3.563	6.460	TRUE	TRUE	4.61	6						
2016.08.30	02:00:20.226			1	TRUE	5.357	4.0159	3.545	6.429	TRUE	TRUE	4.46	6						
2016.08.30	02:00:20.683			1	TRUE	5.349	4.0148	3.526	6.484	TRUE	TRUE	4.62	6						
2016.08.30	02:00:21.149			0	TRUE	5.347	4.0153	3.537	6.486	TRUE	TRUE	4.42	5						
2016.08.30	02:00:21.608			0	TRUE	5.357	4.0141	3.569	6.441	TRUE	TRUE	4.26	4						
2016.08.30	02:00:22.049			0	TRUE	5.351	3.9915	3.565	6.459	TRUE	TRUE	4.60	6						
2016.08.30	02:00:22.520			1	TRUE	5.357	4.0296	3.528	6.464	TRUE	TRUE	4.71	6						
2016.08.30	02:00:22.988			1	TRUE	5.354	4.0198	3.528	6.488	TRUE	TRUE	4.50	6						
2016.08.30	02:00:23.430			1	TRUE	5.356	4.0177	3.566	6.466	TRUE	TRUE	4.54	6						
2016.08.30	02:00:23.943			0	TRUE	5.346	4.0183	3.541	6.463	FALSE	TRUE	4.63	6						
2016.08.30	02:00:24.387			1	TRUE	5.350	4.0134	3.591	6.491	TRUE	TRUE	4.63	6						
2016.08.30	02:00:24.830			0	TRUE	5.349	4.0008	3.594	6.463	TRUE	TRUE	4.53	5						
2016.08.30	02:00:25.295			1	TRUE	5.352	4.0093	3.540	6.462	TRUE	TRUE	4.61	6						
2016.08.30	02:00:25.760			1	TRUE	5.350	4.0179	3.569	6.493	TRUE	TRUE	4.61	6						
2016.08.30	02:00:26.223			0	TRUE	5.353	4.0127	3.515	6.467	TRUE	TRUE	4.45	5						
2016.08.30	02:00:26.660			1	TRUE	5.352	4.0186	3.530	6.435	TRUE	TRUE	4.61	6						
2016.08.30	02:00:27.137			0	TRUE	5.355	4.0181	3.502	6.504	TRUE	TRUE	4.69	6						
2016.08.30	02:00:27.610			1	TRUE	5.355	4.0201	3.548	6.468	TRUE	TRUE	4.49	6						
2016.08.30	02:00:28.050			0	TRUE	5.351	4.0310	3.539	6.485	TRUE	TRUE	4.64	6						
2016.08.30	02:00:28.529			1	TRUE	5.354	4.0270	3.534	6.463	TRUE	TRUE	4.61	6						
2016.08.30	02:00:28.984			1	TRUE	5.354	4.0220	3.533	6.479	TRUE	TRUE	4.55	6						
2016.08.30	02:00:29.459			0	TRUE	5.348	4.0157	3.608	6.445	TRUE	TRUE	4.55	6						
2016.08.30	02:00:29.898			0	TRUE	5.346	4.0235	3.602	6.472	TRUE	TRUE	4.49	5						
2016.08.30	02:00:30.357			0	TRUE	5.349	4.0057	3.598	6.440	TRUE	TRUE	4.60	6						
2016.08.30	02:00:30.821			0	TRUE	5.357	4.0048	3.540	6.442	TRUE	TRUE	4.62	6						
2016.08.30	02:00:31.294			0	TRUE	5.348	4.0044	3.564	6.453	TRUE	TRUE	4.63	6						
